NameOfStation;Line;Year;Quarter;IncomingPassengers;OutgoingPassengers;global_id
Выставочный центр;Московская монорельсовая транспортная система;2023;I квартал;60545;52529;2581188872
Улица Академика Королёва;Московская монорельсовая транспортная система;2023;I квартал;11429;10365;2581188873
Телецентр;Московская монорельсовая транспортная система;2023;I квартал;23977;21792;2581188874
Улица Милашенкова;Московская монорельсовая транспортная система;2023;I квартал;15929;14781;2581188875
Нижегородская;Некрасовская линия;2023;I квартал;1357176;1682959;2581188911
Стахановская;Некрасовская линия;2023;I квартал;637549;611375;2581188912
Окская;Некрасовская линия;2023;I квартал;643831;640556;2581188913
Юго-Восточная;Некрасовская линия;2023;I квартал;1035426;1015248;2581188914
Косино;Некрасовская линия;2023;I квартал;385152;365957;2581188915
улица Дмитриевского;Некрасовская линия;2023;I квартал;799312;787016;2581188916
Лухмановская;Некрасовская линия;2023;I квартал;1402400;1345052;2581188917
Некрасовка;Некрасовская линия;2023;I квартал;4560500;4389645;2581188918
Алтуфьево;Серпуховско-Тимирязевская линия;2023;I квартал;3725751;3619740;2581188920
Бибирево;Серпуховско-Тимирязевская линия;2023;I квартал;2328406;2323577;2581188921
Отрадное;Серпуховско-Тимирязевская линия;2023;I квартал;3973103;3987060;2581188922
Владыкино;Серпуховско-Тимирязевская линия;2023;I квартал;1320664;1541380;2581188923
Тимирязевская;Серпуховско-Тимирязевская линия;2023;I квартал;1532212;1511180;2581188925
Дмитровская;Серпуховско-Тимирязевская линия;2023;I квартал;2780844;2846671;2581188927
Савёловская;Серпуховско-Тимирязевская линия;2023;I квартал;3197305;3159807;2581188928
Менделеевская;Серпуховско-Тимирязевская линия;2023;I квартал;2137068;2262209;2581188929
Цветной бульвар;Серпуховско-Тимирязевская линия;2023;I квартал;1870060;1961040;2581188930
Чеховская;Серпуховско-Тимирязевская линия;2023;I квартал;1859864;1975273;2581188931
